feedback_id,internship_id,week_number,rating,feedback_date
59,246,1,3,06-08-2024 00:00
60,185,4,5,16-01-2026 00:00
61,159,10,4,15-07-2025 00:00
62,64,11,5,21-01-2025 00:00
63,33,2,3,31-12-2024 00:00
64,205,10,1,26-01-2026 00:00
65,60,5,3,25-11-2025 00:00
66,42,10,1,12-09-2025 00:00
67,37,3,1,29-12-2024 00:00
68,142,2,1,23-03-2025 00:00
69,273,9,1,21-11-2024 00:00
70,244,8,1,24-09-2024 00:00
71,126,2,2,06-04-2026 00:00
72,178,3,5,09-11-2024 00:00
73,159,9,5,08-07-2025 00:00
74,23,2,5,28-11-2025 00:00
75,191,10,5,29-06-2025 00:00
76,40,10,2,20-07-2025 00:00
77,77,1,1,14-01-2026 00:00
78,265,11,3,16-09-2025 00:00
79,166,12,1,23-06-2025 00:00
80,265,6,4,12-08-2025 00:00
81,172,6,4,06-05-2025 00:00
82,51,8,5,26-07-2024 00:00
83,139,1,2,01-08-2025 00:00
84,261,11,4,01-07-2025 00:00
85,231,9,4,11-12-2024 00:00
86,113,7,2,10-01-2025 00:00
87,120,2,2,31-01-2026 00:00
88,160,7,4,24-06-2025 00:00
89,230,5,2,13-11-2024 00:00
90,72,9,1,21-05-2025 00:00
91,224,3,3,08-12-2024 00:00
92,228,6,4,16-06-2025 00:00
93,190,9,4,28-10-2025 00:00
94,249,5,5,01-01-2025 00:00
95,113,6,1,03-01-2025 00:00
96,221,10,3,12-08-2025 00:00
97,127,6,2,21-05-2025 00:00
98,213,5,4,16-12-2024 00:00
99,236,7,1,07-01-2026 00:00
100,29,5,4,09-09-2025 00:00
101,132,4,1,16-01-2025 00:00
102,239,9,5,09-02-2026 00:00
103,1,12,1,25-10-2024 00:00
104,58,10,3,13-04-2026 00:00
105,208,1,2,15-09-2024 00:00
106,129,12,1,13-03-2025 00:00
107,130,1,1,26-12-2024 00:00
108,153,5,1,04-05-2026 00:00
109,157,12,4,04-01-2025 00:00
110,163,7,2,27-03-2025 00:00
111,117,11,2,23-09-2024 00:00
112,117,2,3,22-07-2024 00:00
113,273,6,3,31-10-2024 00:00
114,89,4,2,09-11-2025 00:00
115,234,10,5,13-01-2025 00:00
116,97,9,5,13-05-2026 00:00
117,215,11,4,23-02-2025 00:00
118,100,10,1,18-10-2025 00:00
119,182,9,2,16-03-2026 00:00
120,93,5,2,11-12-2025 00:00
121,15,10,5,20-06-2024 00:00
122,239,11,5,23-02-2026 00:00
123,252,12,3,30-09-2025 00:00
124,286,1,2,26-06-2024 00:00
125,288,5,2,24-07-2024 00:00
126,218,5,1,18-05-2024 00:00
127,173,8,5,20-05-2025 00:00
128,211,12,2,03-02-2025 00:00
129,60,2,2,04-11-2025 00:00
130,2,9,2,04-10-2024 00:00
131,244,12,4,22-10-2024 00:00
132,132,10,1,27-02-2025 00:00
133,236,10,4,28-01-2026 00:00
134,55,6,2,21-08-2025 00:00
135,251,11,3,12-02-2025 00:00
136,198,10,4,26-06-2025 00:00
137,190,5,2,30-09-2025 00:00
138,198,6,1,29-05-2025 00:00
139,249,10,3,05-02-2025 00:00
140,214,4,4,05-01-2025 00:00
141,219,6,4,03-03-2025 00:00
142,171,12,2,17-06-2025 00:00
143,188,7,4,04-05-2026 00:00
144,274,9,2,28-02-2025 00:00
145,267,5,2,05-08-2025 00:00
146,158,6,2,23-11-2024 00:00
147,247,9,5,31-05-2026 00:00
148,86,1,3,12-09-2024 00:00
149,103,3,3,27-09-2025 00:00
150,285,12,2,12-11-2025 00:00
151,34,8,1,15-01-2025 00:00
152,83,2,4,30-11-2024 00:00
153,101,11,4,25-10-2025 00:00
154,248,2,5,01-08-2024 00:00
155,193,11,4,10-01-2026 00:00
156,265,9,4,02-09-2025 00:00
157,169,10,3,14-12-2024 00:00
158,246,6,4,10-09-2024 00:00
159,228,4,2,02-06-2025 00:00
160,150,7,1,18-12-2025 00:00
161,147,4,2,15-03-2026 00:00
162,272,2,1,24-03-2026 00:00
163,259,8,3,10-09-2025 00:00
164,114,3,2,01-06-2024 00:00
165,174,5,2,29-04-2025 00:00
166,195,5,1,27-07-2024 00:00
167,157,6,4,23-11-2024 00:00
168,125,7,5,11-05-2026 00:00
169,10,1,4,25-12-2024 00:00
170,50,4,3,28-06-2024 00:00
171,134,9,4,04-02-2026 00:00
172,132,11,4,06-03-2025 00:00
173,116,5,3,15-06-2024 00:00
174,38,5,1,23-12-2024 00:00
175,12,3,2,10-05-2025 00:00
176,267,10,3,09-09-2025 00:00
177,58,9,2,06-04-2026 00:00
178,221,6,4,15-07-2025 00:00
179,138,7,3,12-09-2025 00:00
180,72,7,3,07-05-2025 00:00
181,43,10,4,09-10-2025 00:00
182,93,9,4,08-01-2026 00:00
183,68,4,3,31-07-2025 00:00
184,259,12,2,08-10-2025 00:00
185,32,6,4,28-01-2025 00:00
186,16,1,1,05-10-2024 00:00
187,52,6,3,12-07-2024 00:00
188,136,9,5,04-02-2026 00:00
189,39,4,4,08-06-2025 00:00
190,63,2,3,22-06-2024 00:00
191,238,3,5,13-07-2024 00:00
192,75,10,4,01-02-2025 00:00
193,283,4,5,15-09-2025 00:00
194,72,4,1,16-04-2025 00:00
195,154,5,5,04-05-2026 00:00
196,165,2,3,26-04-2025 00:00
197,121,9,4,21-03-2026 00:00
198,174,10,2,03-06-2025 00:00
199,205,1,1,24-11-2025 00:00
200,68,1,2,10-07-2025 00:00
201,153,6,2,11-05-2026 00:00
202,18,12,1,02-07-2024 00:00
203,141,12,3,05-10-2025 00:00
204,190,11,2,11-11-2025 00:00
205,131,1,4,26-12-2024 00:00
206,235,3,4,05-12-2024 00:00
207,65,1,1,12-11-2024 00:00
208,90,1,1,23-06-2024 00:00
209,91,7,4,06-11-2025 00:00
210,112,6,2,03-01-2025 00:00
211,98,6,3,20-09-2025 00:00
212,266,3,4,22-07-2025 00:00
213,245,11,3,15-10-2024 00:00
214,198,3,1,08-05-2025 00:00
215,1,3,2,23-08-2024 00:00
216,15,6,2,23-05-2024 00:00
217,48,3,4,28-09-2025 00:00
218,277,5,3,08-12-2024 00:00
219,243,8,2,24-09-2024 00:00
220,246,8,5,24-09-2024 00:00
221,268,1,5,01-12-2025 00:00
222,73,3,4,09-04-2025 00:00
223,36,3,3,29-12-2024 00:00
224,221,12,1,26-08-2025 00:00
225,91,10,2,27-11-2025 00:00
226,207,1,4,29-09-2024 00:00
227,59,2,3,04-11-2025 00:00
228,235,10,1,23-01-2025 00:00
229,178,7,1,07-12-2024 00:00
230,23,3,4,05-12-2025 00:00
231,253,1,4,03-12-2025 00:00
232,232,1,4,16-10-2024 00:00
233,212,6,3,23-12-2024 00:00
234,32,12,4,11-03-2025 00:00
235,71,4,4,24-04-2026 00:00
236,90,11,2,01-09-2024 00:00
237,20,3,2,01-07-2024 00:00
238,147,12,2,10-05-2026 00:00
239,102,3,4,12-06-2024 00:00
240,83,11,4,01-02-2025 00:00
241,248,8,5,12-09-2024 00:00
242,106,6,1,28-10-2025 00:00
243,212,1,5,18-11-2024 00:00
244,95,7,5,29-04-2026 00:00
245,15,2,4,25-04-2024 00:00
246,147,2,5,01-03-2026 00:00
247,199,7,5,30-06-2025 00:00
248,251,2,3,11-12-2024 00:00
249,134,1,2,10-12-2025 00:00
250,69,10,1,22-07-2025 00:00
251,266,9,4,02-09-2025 00:00
252,249,1,4,04-12-2024 00:00
253,287,4,1,17-07-2024 00:00
254,153,11,3,15-06-2026 00:00
255,105,5,5,27-12-2025 00:00
256,3,9,1,16-03-2025 00:00
257,270,4,4,30-03-2025 00:00
258,258,10,3,02-01-2026 00:00
259,224,9,2,19-01-2025 00:00
260,127,12,2,02-07-2025 00:00
261,267,12,1,23-09-2025 00:00
262,228,1,1,12-05-2025 00:00
263,285,7,4,08-10-2025 00:00
264,265,7,2,19-08-2025 00:00
265,110,8,1,17-01-2025 00:00
266,203,3,5,24-11-2025 00:00
267,153,3,1,20-04-2026 00:00
268,40,7,5,29-06-2025 00:00
269,22,10,3,23-01-2026 00:00
270,40,8,1,06-07-2025 00:00
271,205,3,2,08-12-2025 00:00
272,66,2,4,19-11-2024 00:00
273,17,11,2,14-12-2024 00:00
274,223,6,5,29-12-2024 00:00
275,83,10,4,25-01-2025 00:00
276,220,5,1,09-11-2024 00:00
277,254,1,2,03-12-2025 00:00
278,41,1,3,11-07-2025 00:00
279,61,10,1,25-08-2025 00:00
280,101,3,4,30-08-2025 00:00
281,140,2,4,27-07-2025 00:00
282,209,3,2,10-11-2025 00:00
283,155,4,2,14-08-2024 00:00
284,257,1,3,31-10-2025 00:00
285,217,9,5,15-06-2024 00:00
286,194,3,2,13-07-2024 00:00
287,181,12,5,11-01-2025 00:00
288,241,7,3,23-09-2025 00:00
289,230,10,2,18-12-2024 00:00
290,26,7,1,31-03-2025 00:00
291,258,8,1,19-12-2025 00:00
292,65,4,4,03-12-2024 00:00
293,69,8,1,08-07-2025 00:00
294,2,11,2,18-10-2024 00:00
295,177,6,3,08-07-2024 00:00
296,39,10,4,20-07-2025 00:00
297,23,9,2,16-01-2026 00:00
298,152,3,5,20-04-2026 00:00
299,34,3,5,11-12-2024 00:00
300,94,1,2,09-03-2025 00:00
301,195,11,2,07-09-2024 00:00
302,203,9,5,05-01-2026 00:00
303,183,7,5,29-08-2024 00:00
304,262,1,1,05-04-2026 00:00
305,76,5,4,28-12-2024 00:00
306,174,11,4,10-06-2025 00:00
307,94,2,3,16-03-2025 00:00
308,57,9,4,11-09-2025 00:00
309,242,2,1,19-08-2025 00:00
310,190,8,4,21-10-2025 00:00
311,16,5,2,02-11-2024 00:00
312,186,7,2,06-02-2026 00:00
313,69,9,4,15-07-2025 00:00
314,60,7,2,09-12-2025 00:00
315,166,3,4,21-04-2025 00:00
316,42,12,5,26-09-2025 00:00
317,235,2,4,28-11-2024 00:00
318,187,5,1,20-04-2026 00:00
319,179,6,3,30-11-2024 00:00
320,200,12,3,04-08-2025 00:00
321,165,9,3,14-06-2025 00:00
322,272,11,4,26-05-2026 00:00
323,16,3,2,19-10-2024 00:00
324,114,9,1,13-07-2024 00:00
325,171,3,4,15-04-2025 00:00
326,181,7,5,07-12-2024 00:00
327,26,11,3,28-04-2025 00:00
328,100,2,3,23-08-2025 00:00
329,244,7,5,17-09-2024 00:00
330,92,10,3,27-11-2025 00:00
331,222,2,2,17-06-2025 00:00
332,115,3,4,01-06-2024 00:00
333,60,10,1,30-12-2025 00:00
334,197,3,1,08-05-2025 00:00
335,33,7,4,04-02-2025 00:00
336,41,5,1,08-08-2025 00:00
337,9,5,1,22-01-2025 00:00
338,125,5,3,27-04-2026 00:00
339,93,1,3,13-11-2025 00:00
340,98,2,2,23-08-2025 00:00
341,251,1,3,04-12-2024 00:00
342,154,3,2,20-04-2026 00:00
343,237,4,4,20-07-2024 00:00
344,283,7,1,06-10-2025 00:00
345,237,8,1,17-08-2024 00:00
346,219,9,1,24-03-2025 00:00
347,102,10,5,31-07-2024 00:00
348,162,3,3,27-02-2025 00:00
349,3,12,5,06-04-2025 00:00
350,272,1,1,17-03-2026 00:00
351,106,7,4,04-11-2025 00:00
352,45,12,3,02-01-2026 00:00
353,277,2,1,17-11-2024 00:00
354,64,7,1,24-12-2024 00:00
355,268,12,3,16-02-2026 00:00
356,107,8,3,15-05-2025 00:00
357,110,1,1,29-11-2024 00:00
358,210,10,1,20-01-2025 00:00
359,281,4,3,07-07-2024 00:00
360,147,10,3,26-04-2026 00:00
361,249,2,5,11-12-2024 00:00
362,164,11,4,28-06-2025 00:00
363,8,10,2,03-06-2025 00:00
364,275,12,5,22-09-2024 00:00
365,9,10,4,26-02-2025 00:00
366,123,1,3,05-01-2026 00:00
367,114,7,4,29-06-2024 00:00
368,20,8,5,05-08-2024 00:00
369,136,6,1,14-01-2026 00:00
370,33,3,1,07-01-2025 00:00
371,234,4,3,02-12-2024 00:00
372,26,8,5,07-04-2025 00:00
373,244,10,2,08-10-2024 00:00
374,219,12,4,14-04-2025 00:00
375,26,5,2,17-03-2025 00:00
376,248,7,5,05-09-2024 00:00
377,169,3,3,26-10-2024 00:00
378,200,1,3,19-05-2025 00:00
379,100,9,5,11-10-2025 00:00
380,256,3,1,02-01-2026 00:00
381,68,6,1,14-08-2025 00:00
382,142,9,5,11-05-2025 00:00
383,138,1,4,01-08-2025 00:00
384,5,7,2,03-09-2025 00:00
385,107,4,4,17-04-2025 00:00
386,155,11,1,02-10-2024 00:00
387,190,3,3,16-09-2025 00:00
388,8,4,5,22-04-2025 00:00
389,250,8,1,22-01-2025 00:00
390,14,1,4,18-04-2024 00:00
391,194,9,1,24-08-2024 00:00
392,62,11,5,01-09-2025 00:00
393,105,1,3,29-11-2025 00:00
394,59,4,4,18-11-2025 00:00
395,21,2,5,28-11-2025 00:00
396,214,6,1,19-01-2025 00:00
397,99,5,3,13-09-2025 00:00
398,213,4,1,09-12-2024 00:00
399,287,3,3,10-07-2024 00:00
400,220,3,2,26-10-2024 00:00
401,255,2,5,26-12-2025 00:00
402,187,1,3,23-03-2026 00:00
403,277,8,2,29-12-2024 00:00
404,80,4,4,05-07-2024 00:00
405,9,9,2,19-02-2025 00:00
406,269,3,2,29-04-2024 00:00
407,52,10,5,09-08-2024 00:00
408,190,12,3,18-11-2025 00:00
409,119,3,3,17-08-2025 00:00
410,15,9,5,13-06-2024 00:00
411,247,1,3,05-04-2026 00:00
412,131,9,1,20-02-2025 00:00
413,91,1,2,25-09-2025 00:00
414,210,2,2,25-11-2024 00:00
415,231,4,5,06-11-2024 00:00
416,130,6,5,30-01-2025 00:00
417,237,2,5,06-07-2024 00:00
418,159,2,2,20-05-2025 00:00
419,115,10,5,20-07-2024 00:00
420,203,1,4,10-11-2025 00:00
421,131,12,3,13-03-2025 00:00
422,236,3,3,10-12-2025 00:00
423,70,6,4,09-02-2026 00:00
424,51,2,4,14-06-2024 00:00
425,213,8,4,06-01-2025 00:00
426,248,9,1,19-09-2024 00:00
427,129,9,5,20-02-2025 00:00
428,64,1,3,12-11-2024 00:00
429,150,3,2,20-11-2025 00:00
430,276,12,1,22-09-2024 00:00
431,149,9,4,22-08-2025 00:00
432,153,9,1,01-06-2026 00:00
433,176,8,1,22-07-2024 00:00
434,267,8,3,26-08-2025 00:00
435,228,9,1,07-07-2025 00:00
436,70,11,5,16-03-2026 00:00
437,69,3,1,03-06-2025 00:00
438,56,4,4,07-08-2025 00:00
439,247,11,2,14-06-2026 00:00
440,22,2,3,28-11-2025 00:00
441,183,4,3,08-08-2024 00:00
442,232,2,3,23-10-2024 00:00
443,41,10,5,12-09-2025 00:00
444,89,3,1,02-11-2025 00:00
445,27,3,4,12-08-2024 00:00
446,35,3,2,11-12-2024 00:00
447,8,9,3,27-05-2025 00:00
448,201,11,1,20-01-2026 00:00
449,32,8,1,11-02-2025 00:00
450,216,6,5,25-05-2024 00:00
451,139,12,4,17-10-2025 00:00
452,267,6,4,12-08-2025 00:00
453,152,11,5,15-06-2026 00:00
454,273,1,1,26-09-2024 00:00
455,129,4,2,16-01-2025 00:00
456,93,10,4,15-01-2026 00:00
457,12,10,5,28-06-2025 00:00
458,222,9,2,05-08-2025 00:00
459,168,8,5,30-11-2024 00:00
460,58,6,3,16-03-2026 00:00
461,115,9,5,13-07-2024 00:00
462,109,5,5,16-12-2024 00:00
463,87,5,3,10-10-2024 00:00
464,135,4,5,31-12-2025 00:00
465,89,5,4,16-11-2025 00:00
466,259,6,2,27-08-2025 00:00
467,279,4,4,23-09-2025 00:00
468,127,7,3,28-05-2025 00:00
469,225,7,1,10-02-2026 00:00
470,271,8,3,05-05-2026 00:00
471,63,6,3,20-07-2024 00:00
472,124,12,1,12-08-2024 00:00
473,128,1,3,29-05-2024 00:00
474,120,10,1,28-03-2026 00:00
475,137,11,3,10-10-2025 00:00
476,175,1,2,01-04-2025 00:00
477,132,9,4,20-02-2025 00:00
478,19,3,3,30-04-2024 00:00
479,281,3,5,30-06-2024 00:00
480,240,6,5,10-02-2026 00:00
481,142,3,5,30-03-2025 00:00
482,25,9,4,14-04-2025 00:00
483,39,1,1,18-05-2025 00:00
484,191,4,4,18-05-2025 00:00
485,79,4,1,05-07-2024 00:00
486,225,11,4,10-03-2026 00:00
487,79,12,2,30-08-2024 00:00
488,97,6,2,22-04-2026 00:00
489,51,10,1,09-08-2024 00:00
490,67,8,3,28-08-2025 00:00
491,204,12,4,09-02-2026 00:00
492,196,7,4,05-06-2025 00:00
493,197,5,4,22-05-2025 00:00
494,57,6,2,21-08-2025 00:00
495,166,11,3,16-06-2025 00:00
496,187,8,4,11-05-2026 00:00
497,47,11,4,23-11-2025 00:00
498,16,8,1,23-11-2024 00:00
499,104,7,3,10-01-2026 00:00
500,1,1,3,09-08-2024 00:00
501,175,3,1,15-04-2025 00:00
502,283,8,5,13-10-2025 00:00
503,19,1,4,16-04-2024 00:00
504,229,7,3,24-12-2025 00:00
505,38,9,5,20-01-2025 00:00
506,219,1,1,27-01-2025 00:00
507,126,5,4,27-04-2026 00:00
508,48,7,2,26-10-2025 00:00
509,220,2,5,19-10-2024 00:00
510,175,6,2,06-05-2025 00:00
511,214,11,2,23-02-2025 00:00
512,280,12,3,04-10-2024 00:00
513,50,5,4,05-07-2024 00:00
514,67,1,4,10-07-2025 00:00
515,112,3,3,13-12-2024 00:00
516,202,4,3,02-12-2025 00:00
517,26,2,5,24-02-2025 00:00
518,56,12,4,02-10-2025 00:00
519,179,1,5,26-10-2024 00:00
520,78,8,3,04-03-2026 00:00
521,174,7,2,13-05-2025 00:00
522,26,1,4,17-02-2025 00:00
523,29,12,5,28-10-2025 00:00
524,14,11,1,27-06-2024 00:00
525,197,9,4,19-06-2025 00:00
526,260,1,4,22-04-2025 00:00
527,73,5,2,23-04-2025 00:00
528,180,2,1,02-11-2024 00:00
529,159,8,4,01-07-2025 00:00
530,103,5,5,11-10-2025 00:00
531,63,5,2,13-07-2024 00:00
532,101,12,4,01-11-2025 00:00
533,54,2,1,20-02-2025 00:00
534,270,8,5,27-04-2025 00:00
535,175,10,4,03-06-2025 00:00
536,200,9,5,14-07-2025 00:00
537,123,11,4,16-03-2026 00:00
538,88,6,1,23-11-2025 00:00
539,37,12,2,02-03-2025 00:00
540,93,12,3,29-01-2026 00:00
541,181,11,5,04-01-2025 00:00
542,257,9,4,26-12-2025 00:00
543,139,2,5,08-08-2025 00:00
544,51,7,4,19-07-2024 00:00
545,67,11,3,18-09-2025 00:00
546,96,7,4,29-04-2026 00:00
547,72,1,5,26-03-2025 00:00
548,214,2,4,22-12-2024 00:00
549,246,3,3,20-08-2024 00:00
550,285,3,4,10-09-2025 00:00
551,267,2,2,15-07-2025 00:00
552,252,2,5,22-07-2025 00:00
553,207,2,4,06-10-2024 00:00
554,111,6,4,03-01-2025 00:00
555,165,7,2,31-05-2025 00:00
556,155,5,1,21-08-2024 00:00
557,118,2,4,10-08-2025 00:00
558,212,12,3,03-02-2025 00:00
559,49,1,3,11-09-2024 00:00
560,92,8,5,13-11-2025 00:00
561,139,7,5,12-09-2025 00:00
562,182,4,5,09-02-2026 00:00
563,67,5,2,07-08-2025 00:00
564,246,12,1,22-10-2024 00:00
565,211,1,1,18-11-2024 00:00
566,87,7,3,24-10-2024 00:00
567,36,5,4,12-01-2025 00:00
568,154,4,5,27-04-2026 00:00
569,192,11,2,09-04-2025 00:00
570,286,5,4,24-07-2024 00:00
571,59,1,3,28-10-2025 00:00
572,35,9,2,22-01-2025 00:00
573,144,4,5,06-04-2025 00:00
574,270,3,1,23-03-2025 00:00
575,18,6,3,21-05-2024 00:00
576,208,3,5,29-09-2024 00:00
577,35,8,1,15-01-2025 00:00
578,22,9,1,16-01-2026 00:00
579,88,3,1,02-11-2025 00:00
580,115,2,4,25-05-2024 00:00
581,190,1,2,02-09-2025 00:00
582,184,2,3,17-10-2024 00:00
583,110,3,2,13-12-2024 00:00
584,96,2,4,25-03-2026 00:00
585,285,2,2,03-09-2025 00:00
586,68,10,5,11-09-2025 00:00
587,162,4,1,06-03-2025 00:00
588,169,1,4,12-10-2024 00:00
589,68,11,2,18-09-2025 00:00
590,132,5,5,23-01-2025 00:00
591,269,4,1,06-05-2024 00:00
592,161,7,5,27-03-2025 00:00
593,178,10,4,28-12-2024 00:00
594,84,4,1,03-10-2024 00:00
595,186,2,3,02-01-2026 00:00
596,222,8,2,29-07-2025 00:00
597,177,7,3,15-07-2024 00:00
598,157,7,3,30-11-2024 00:00
599,232,8,2,04-12-2024 00:00
600,21,8,4,09-01-2026 00:00
601,224,10,1,26-01-2025 00:00
602,54,12,1,01-05-2025 00:00
603,165,5,5,17-05-2025 00:00
604,64,9,5,07-01-2025 00:00
605,4,10,4,24-09-2025 00:00
606,189,8,1,12-09-2025 00:00
607,64,6,4,17-12-2024 00:00
608,28,11,3,07-10-2024 00:00
609,14,3,3,02-05-2024 00:00
610,80,9,3,09-08-2024 00:00
611,209,7,3,08-12-2025 00:00
612,158,1,5,19-10-2024 00:00
613,160,2,3,20-05-2025 00:00
614,254,10,5,04-02-2026 00:00
615,158,11,1,28-12-2024 00:00
616,125,6,2,04-05-2026 00:00
617,38,1,2,25-11-2024 00:00
618,256,2,5,26-12-2025 00:00
619,146,11,1,03-05-2026 00:00
620,219,2,4,03-02-2025 00:00
621,167,12,2,28-12-2024 00:00
622,150,10,1,08-01-2026 00:00
623,99,3,1,30-08-2025 00:00
624,159,12,3,29-07-2025 00:00
625,87,8,4,31-10-2024 00:00
626,34,4,3,18-12-2024 00:00
627,261,10,4,24-06-2025 00:00
628,165,1,5,19-04-2025 00:00
629,87,2,5,19-09-2024 00:00
630,259,3,5,06-08-2025 00:00
631,6,9,2,09-06-2024 00:00
632,243,10,4,08-10-2024 00:00
633,88,12,4,04-01-2026 00:00
634,164,3,1,03-05-2025 00:00
635,60,6,1,02-12-2025 00:00
636,41,2,3,18-07-2025 00:00
637,32,1,4,24-12-2024 00:00
638,230,2,1,23-10-2024 00:00
639,215,1,4,15-12-2024 00:00
640,221,11,1,19-08-2025 00:00
641,124,9,1,22-07-2024 00:00
642,223,12,3,09-02-2025 00:00
643,255,1,5,19-12-2025 00:00
644,240,5,5,03-02-2026 00:00
645,50,2,2,14-06-2024 00:00
646,174,3,1,15-04-2025 00:00
647,71,3,2,17-04-2026 00:00
648,11,11,1,05-07-2025 00:00
649,278,7,3,31-03-2025 00:00
650,115,6,4,22-06-2024 00:00
651,126,12,4,15-06-2026 00:00
652,24,7,4,19-05-2026 00:00
653,16,11,5,14-12-2024 00:00
654,22,5,2,19-12-2025 00:00
655,11,9,2,21-06-2025 00:00
656,62,9,1,18-08-2025 00:00
657,79,3,1,28-06-2024 00:00
658,114,10,5,20-07-2024 00:00
659,268,4,2,22-12-2025 00:00
660,39,7,1,29-06-2025 00:00
661,277,10,2,12-01-2025 00:00
662,58,7,5,23-03-2026 00:00
663,138,12,4,17-10-2025 00:00
664,124,6,4,01-07-2024 00:00
665,278,10,2,21-04-2025 00:00
666,16,9,2,30-11-2024 00:00
667,107,12,4,12-06-2025 00:00
668,107,11,5,05-06-2025 00:00
669,9,6,5,29-01-2025 00:00
670,18,4,5,07-05-2024 00:00
671,56,2,4,24-07-2025 00:00
672,216,8,4,08-06-2024 00:00
673,86,11,2,21-11-2024 00:00
674,227,3,4,07-08-2025 00:00
675,23,10,1,23-01-2026 00:00
676,242,8,3,30-09-2025 00:00
677,111,9,5,24-01-2025 00:00
678,9,11,5,05-03-2025 00:00
679,188,2,3,30-03-2026 00:00
680,114,11,3,27-07-2024 00:00
681,282,3,3,18-01-2025 00:00
682,25,3,4,03-03-2025 00:00
683,179,4,3,16-11-2024 00:00
684,125,12,5,15-06-2026 00:00
685,35,4,1,18-12-2024 00:00
686,25,4,2,10-03-2025 00:00
687,25,10,3,21-04-2025 00:00
688,134,11,3,18-02-2026 00:00
689,48,6,1,19-10-2025 00:00
690,202,6,5,16-12-2025 00:00
691,125,11,2,08-06-2026 00:00
692,78,1,4,14-01-2026 00:00
693,15,8,3,06-06-2024 00:00
694,27,6,2,02-09-2024 00:00
695,103,9,2,08-11-2025 00:00
696,121,2,5,31-01-2026 00:00
697,218,2,5,27-04-2024 00:00
698,218,8,3,08-06-2024 00:00
699,206,5,5,27-10-2024 00:00
700,21,6,1,26-12-2025 00:00
701,229,8,5,31-12-2025 00:00
702,150,6,2,11-12-2025 00:00
703,72,5,2,23-04-2025 00:00
704,244,1,4,06-08-2024 00:00
705,240,10,5,10-03-2026 00:00
706,146,12,5,10-05-2026 00:00
707,118,11,5,12-10-2025 00:00
708,94,11,2,18-05-2025 00:00
709,251,6,2,08-01-2025 00:00
710,71,2,5,10-04-2026 00:00
711,186,11,2,06-03-2026 00:00
712,36,10,2,16-02-2025 00:00
713,33,4,3,14-01-2025 00:00
714,194,8,1,17-08-2024 00:00
715,33,6,5,28-01-2025 00:00
716,156,3,4,02-11-2024 00:00
717,233,2,3,18-11-2024 00:00
718,117,12,2,30-09-2024 00:00
719,81,4,2,05-07-2024 00:00
720,61,9,5,18-08-2025 00:00
721,70,12,4,23-03-2026 00:00
722,240,12,1,24-03-2026 00:00
723,62,3,4,07-07-2025 00:00
724,132,3,3,09-01-2025 00:00
725,235,4,1,12-12-2024 00:00
726,205,12,1,09-02-2026 00:00
727,136,12,5,25-02-2026 00:00
728,12,4,5,17-05-2025 00:00
729,24,6,4,12-05-2026 00:00
730,84,3,3,26-09-2024 00:00
731,41,11,5,19-09-2025 00:00
732,133,2,4,28-05-2024 00:00
733,204,9,3,19-01-2026 00:00
734,282,12,1,22-03-2025 00:00
