feedback_id,internship_id,week_number,rating,feedback_date
163,261,2,1,29-04-2025 00:00
164,160,8,1,01-07-2025 00:00
165,39,4,2,08-06-2025 00:00
166,231,3,4,30-10-2024 00:00
167,179,2,4,02-11-2024 00:00
168,149,6,2,01-08-2025 00:00
169,46,8,4,05-12-2025 00:00
170,24,8,4,26-05-2026 00:00
171,63,4,3,06-07-2024 00:00
172,195,8,3,17-08-2024 00:00
173,255,6,2,23-01-2026 00:00
174,169,3,5,26-10-2024 00:00
175,132,4,4,16-01-2025 00:00
176,124,10,4,29-07-2024 00:00
177,215,3,2,29-12-2024 00:00
178,172,6,5,06-05-2025 00:00
179,283,7,2,06-10-2025 00:00
180,274,5,1,31-01-2025 00:00
181,128,5,5,26-06-2024 00:00
182,14,3,5,02-05-2024 00:00
183,217,8,3,08-06-2024 00:00
184,280,9,4,13-09-2024 00:00
185,8,3,3,15-04-2025 00:00
186,212,9,2,13-01-2025 00:00
187,196,1,1,24-04-2025 00:00
188,208,2,5,22-09-2024 00:00
189,88,6,3,23-11-2025 00:00
190,227,11,2,02-10-2025 00:00
191,91,12,3,11-12-2025 00:00
192,185,8,3,13-02-2026 00:00
193,18,5,4,14-05-2024 00:00
194,1,9,5,04-10-2024 00:00
195,88,5,1,16-11-2025 00:00
196,184,9,1,05-12-2024 00:00
197,267,6,1,12-08-2025 00:00
198,89,2,1,26-10-2025 00:00
199,173,3,5,15-04-2025 00:00
200,210,2,2,25-11-2024 00:00
201,107,11,3,05-06-2025 00:00
202,43,6,5,11-09-2025 00:00
203,261,5,3,20-05-2025 00:00
204,149,5,3,25-07-2025 00:00
205,138,3,5,15-08-2025 00:00
206,62,9,1,18-08-2025 00:00
207,123,9,4,02-03-2026 00:00
208,41,12,3,26-09-2025 00:00
209,244,11,5,15-10-2024 00:00
210,243,6,4,10-09-2024 00:00
211,80,5,2,12-07-2024 00:00
212,194,7,2,10-08-2024 00:00
213,132,11,4,06-03-2025 00:00
214,207,6,1,03-11-2024 00:00
215,166,4,3,28-04-2025 00:00
216,211,8,3,06-01-2025 00:00
217,11,9,3,21-06-2025 00:00
218,146,5,2,22-03-2026 00:00
219,172,3,4,15-04-2025 00:00
220,137,2,4,08-08-2025 00:00
221,223,1,4,24-11-2024 00:00
222,31,12,2,13-02-2026 00:00
223,174,12,3,17-06-2025 00:00
224,50,1,4,07-06-2024 00:00
225,223,7,4,05-01-2025 00:00
226,74,6,2,17-11-2024 00:00
227,119,10,2,05-10-2025 00:00
228,273,2,3,03-10-2024 00:00
229,82,10,5,25-03-2025 00:00
230,75,6,1,04-01-2025 00:00
231,227,9,2,18-09-2025 00:00
232,56,6,2,21-08-2025 00:00
233,134,4,5,31-12-2025 00:00
234,59,2,1,04-11-2025 00:00
235,210,10,2,20-01-2025 00:00
236,121,9,5,21-03-2026 00:00
237,244,1,1,06-08-2024 00:00
238,115,11,5,27-07-2024 00:00
239,248,9,2,19-09-2024 00:00
240,69,10,3,22-07-2025 00:00
241,156,3,3,02-11-2024 00:00
242,232,5,4,13-11-2024 00:00
243,23,1,3,21-11-2025 00:00
244,200,2,4,26-05-2025 00:00
245,87,6,5,17-10-2024 00:00
246,93,5,1,11-12-2025 00:00
247,114,7,2,29-06-2024 00:00
248,184,12,5,26-12-2024 00:00
249,282,4,4,25-01-2025 00:00
250,177,1,3,03-06-2024 00:00
251,148,9,3,14-08-2025 00:00
252,278,5,3,17-03-2025 00:00
253,74,12,3,29-12-2024 00:00
254,92,5,2,23-10-2025 00:00
255,264,8,5,26-08-2025 00:00
256,99,8,2,04-10-2025 00:00
257,268,6,2,05-01-2026 00:00
258,38,3,3,09-12-2024 00:00
259,270,1,1,09-03-2025 00:00
260,69,12,1,05-08-2025 00:00
261,120,9,4,21-03-2026 00:00
262,228,10,5,14-07-2025 00:00
263,24,6,1,12-05-2026 00:00
264,63,9,4,10-08-2024 00:00
265,215,12,5,02-03-2025 00:00
266,254,5,5,31-12-2025 00:00
267,25,5,4,17-03-2025 00:00
268,267,2,4,15-07-2025 00:00
269,43,4,2,28-08-2025 00:00
270,49,9,4,06-11-2024 00:00
271,27,10,1,30-09-2024 00:00
272,233,7,5,23-12-2024 00:00
273,57,9,5,11-09-2025 00:00
274,44,5,1,26-03-2025 00:00
275,18,10,4,18-06-2024 00:00
276,34,11,1,05-02-2025 00:00
277,143,9,3,11-05-2025 00:00
278,258,7,2,12-12-2025 00:00
279,230,4,1,06-11-2024 00:00
280,122,7,4,16-08-2024 00:00
281,52,8,1,26-07-2024 00:00
282,117,11,3,23-09-2024 00:00
283,65,10,3,14-01-2025 00:00
284,114,1,1,18-05-2024 00:00
285,115,9,5,13-07-2024 00:00
286,211,12,3,03-02-2025 00:00
287,28,10,3,30-09-2024 00:00
288,199,12,3,04-08-2025 00:00
289,275,12,4,22-09-2024 00:00
290,78,7,2,25-02-2026 00:00
291,164,6,4,24-05-2025 00:00
292,110,8,4,17-01-2025 00:00
293,82,4,5,11-02-2025 00:00
294,28,7,5,09-09-2024 00:00
295,64,7,4,24-12-2024 00:00
296,6,2,2,21-04-2024 00:00
297,122,12,4,20-09-2024 00:00
298,32,5,1,21-01-2025 00:00
299,283,3,4,08-09-2025 00:00
300,257,6,5,05-12-2025 00:00
301,244,8,5,24-09-2024 00:00
302,8,12,2,17-06-2025 00:00
303,40,9,3,13-07-2025 00:00
304,47,3,3,28-09-2025 00:00
305,160,7,5,24-06-2025 00:00
306,28,9,5,23-09-2024 00:00
307,145,3,1,02-04-2025 00:00
308,82,8,2,11-03-2025 00:00
309,107,8,3,15-05-2025 00:00
310,14,4,1,09-05-2024 00:00
311,14,1,3,18-04-2024 00:00
312,282,11,3,15-03-2025 00:00
313,167,3,3,26-10-2024 00:00
314,226,10,3,03-03-2026 00:00
315,241,7,4,23-09-2025 00:00
316,110,6,4,03-01-2025 00:00
317,23,11,3,30-01-2026 00:00
318,266,9,1,02-09-2025 00:00
319,176,2,5,10-06-2024 00:00
320,182,9,3,16-03-2026 00:00
321,159,6,3,17-06-2025 00:00
322,246,6,5,10-09-2024 00:00
323,46,9,4,12-12-2025 00:00
324,249,9,1,29-01-2025 00:00
325,29,1,4,12-08-2025 00:00
326,101,5,1,13-09-2025 00:00
327,75,10,4,01-02-2025 00:00
328,184,3,1,24-10-2024 00:00
329,77,7,1,25-02-2026 00:00
330,194,8,5,17-08-2024 00:00
331,115,10,5,20-07-2024 00:00
332,247,7,1,17-05-2026 00:00
333,9,10,1,26-02-2025 00:00
334,202,12,1,27-01-2026 00:00
335,49,5,3,09-10-2024 00:00
336,207,8,4,17-11-2024 00:00
337,37,8,4,02-02-2025 00:00
338,5,5,3,20-08-2025 00:00
339,94,1,4,09-03-2025 00:00
340,121,7,5,07-03-2026 00:00
341,187,4,5,13-04-2026 00:00
342,24,12,1,23-06-2026 00:00
343,58,8,2,30-03-2026 00:00
344,50,5,3,05-07-2024 00:00
345,113,7,2,10-01-2025 00:00
346,148,2,3,26-06-2025 00:00
347,35,12,5,12-02-2025 00:00
348,249,6,1,08-01-2025 00:00
349,211,2,1,25-11-2024 00:00
350,59,10,4,30-12-2025 00:00
351,195,1,4,29-06-2024 00:00
352,104,1,4,29-11-2025 00:00
353,22,11,1,30-01-2026 00:00
354,157,4,3,09-11-2024 00:00
355,128,12,5,14-08-2024 00:00
356,93,9,1,08-01-2026 00:00
357,95,6,1,22-04-2026 00:00
358,101,4,2,06-09-2025 00:00
359,152,12,5,22-06-2026 00:00
360,263,8,2,27-11-2025 00:00
361,119,5,5,31-08-2025 00:00
362,144,3,5,30-03-2025 00:00
363,166,6,5,12-05-2025 00:00
364,45,8,2,05-12-2025 00:00
365,16,11,2,14-12-2024 00:00
366,104,9,3,24-01-2026 00:00
367,233,5,2,09-12-2024 00:00
368,283,12,1,10-11-2025 00:00
369,227,6,5,28-08-2025 00:00
370,193,1,5,01-11-2025 00:00
371,96,12,1,03-06-2026 00:00
372,69,5,5,17-06-2025 00:00
373,83,12,5,08-02-2025 00:00
374,37,11,5,23-02-2025 00:00
375,19,11,2,25-06-2024 00:00
376,197,9,5,19-06-2025 00:00
377,181,6,3,30-11-2024 00:00
378,204,10,3,26-01-2026 00:00
379,154,3,5,20-04-2026 00:00
380,31,4,5,19-12-2025 00:00
381,200,6,5,23-06-2025 00:00
382,72,12,4,11-06-2025 00:00
383,198,12,1,10-07-2025 00:00
384,2,7,3,20-09-2024 00:00
385,27,1,5,29-07-2024 00:00
386,55,11,5,25-09-2025 00:00
387,255,7,1,30-01-2026 00:00
388,153,1,4,06-04-2026 00:00
389,59,9,2,23-12-2025 00:00
390,276,4,3,28-07-2024 00:00
391,19,9,4,11-06-2024 00:00
392,82,2,1,28-01-2025 00:00
393,65,11,2,21-01-2025 00:00
394,210,9,2,13-01-2025 00:00
395,6,5,5,12-05-2024 00:00
396,246,7,3,17-09-2024 00:00
397,158,9,1,14-12-2024 00:00
398,38,11,2,03-02-2025 00:00
399,193,10,5,03-01-2026 00:00
400,170,8,5,08-09-2024 00:00
401,66,12,4,28-01-2025 00:00
402,99,7,3,27-09-2025 00:00
403,23,12,5,06-02-2026 00:00
404,121,1,2,24-01-2026 00:00
405,168,3,1,26-10-2024 00:00
406,23,2,3,28-11-2025 00:00
407,239,11,5,23-02-2026 00:00
408,209,12,1,12-01-2026 00:00
409,101,2,2,23-08-2025 00:00
410,188,1,1,23-03-2026 00:00
411,48,3,3,28-09-2025 00:00
412,55,9,2,11-09-2025 00:00
413,120,12,2,11-04-2026 00:00
414,30,1,4,30-05-2025 00:00
415,174,1,3,01-04-2025 00:00
416,118,5,3,31-08-2025 00:00
417,213,7,1,30-12-2024 00:00
418,101,7,5,27-09-2025 00:00
419,97,2,1,25-03-2026 00:00
420,159,4,3,03-06-2025 00:00
421,212,3,4,02-12-2024 00:00
422,178,6,1,30-11-2024 00:00
423,34,6,2,01-01-2025 00:00
424,54,2,3,20-02-2025 00:00
425,93,10,2,15-01-2026 00:00
426,104,10,3,31-01-2026 00:00
427,275,2,3,14-07-2024 00:00
428,110,2,3,06-12-2024 00:00
429,140,2,1,27-07-2025 00:00
430,150,6,1,11-12-2025 00:00
431,267,9,1,02-09-2025 00:00
432,277,5,4,08-12-2024 00:00
433,248,3,3,08-08-2024 00:00
434,57,6,2,21-08-2025 00:00
435,219,4,1,17-02-2025 00:00
436,71,5,2,01-05-2026 00:00
437,38,1,5,25-11-2024 00:00
438,206,3,3,13-10-2024 00:00
439,44,9,2,23-04-2025 00:00
440,177,4,5,24-06-2024 00:00
441,79,5,3,12-07-2024 00:00
442,211,5,1,16-12-2024 00:00
443,151,2,4,13-06-2024 00:00
444,231,5,3,13-11-2024 00:00
445,152,5,3,04-05-2026 00:00
446,50,6,2,12-07-2024 00:00
447,57,5,2,14-08-2025 00:00
448,39,12,1,03-08-2025 00:00
449,92,7,1,06-11-2025 00:00
450,97,6,3,22-04-2026 00:00
451,15,5,5,16-05-2024 00:00
452,280,5,4,16-08-2024 00:00
453,117,1,3,15-07-2024 00:00
454,133,3,4,04-06-2024 00:00
455,146,12,2,10-05-2026 00:00
456,216,6,4,25-05-2024 00:00
457,94,8,4,27-04-2025 00:00
458,236,1,4,26-11-2025 00:00
459,100,8,4,04-10-2025 00:00
460,87,11,5,21-11-2024 00:00
461,238,6,5,03-08-2024 00:00
462,262,5,5,03-05-2026 00:00
463,124,2,3,03-06-2024 00:00
464,119,4,1,24-08-2025 00:00
465,35,3,5,11-12-2024 00:00
466,253,12,3,18-02-2026 00:00
467,125,4,3,20-04-2026 00:00
468,196,2,3,01-05-2025 00:00
469,93,1,1,13-11-2025 00:00
470,120,4,1,14-02-2026 00:00
471,264,4,1,29-07-2025 00:00
472,90,8,2,11-08-2024 00:00
473,147,6,1,29-03-2026 00:00
474,245,6,4,10-09-2024 00:00
475,131,7,5,06-02-2025 00:00
476,259,8,4,10-09-2025 00:00
477,197,10,5,26-06-2025 00:00
478,266,3,1,22-07-2025 00:00
479,206,1,5,29-09-2024 00:00
480,81,7,1,26-07-2024 00:00
481,107,2,2,03-04-2025 00:00
482,216,7,1,01-06-2024 00:00
483,245,12,2,22-10-2024 00:00
484,68,8,4,28-08-2025 00:00
485,140,7,3,31-08-2025 00:00
486,202,8,4,30-12-2025 00:00
487,174,8,1,20-05-2025 00:00
488,81,8,4,02-08-2024 00:00
489,90,3,1,07-07-2024 00:00
490,274,8,5,21-02-2025 00:00
491,224,4,2,15-12-2024 00:00
492,108,9,3,22-05-2025 00:00
493,87,2,2,19-09-2024 00:00
494,255,2,5,26-12-2025 00:00
495,164,1,2,19-04-2025 00:00
496,222,7,4,22-07-2025 00:00
497,182,5,3,16-02-2026 00:00
498,62,7,2,04-08-2025 00:00
499,141,11,1,28-09-2025 00:00
500,238,2,4,06-07-2024 00:00
501,203,7,2,22-12-2025 00:00
502,284,8,5,15-10-2025 00:00
503,172,5,5,29-04-2025 00:00
504,139,4,4,22-08-2025 00:00
505,263,2,5,16-10-2025 00:00
506,242,3,1,26-08-2025 00:00
507,163,1,5,13-02-2025 00:00
508,114,3,1,01-06-2024 00:00
509,227,4,4,14-08-2025 00:00
510,25,12,1,05-05-2025 00:00
511,236,12,2,11-02-2026 00:00
512,250,4,1,25-12-2024 00:00
513,202,6,4,16-12-2025 00:00
514,78,3,1,28-01-2026 00:00
515,154,1,2,06-04-2026 00:00
516,24,9,4,02-06-2026 00:00
517,61,1,4,23-06-2025 00:00
518,207,12,2,15-12-2024 00:00
519,254,2,5,10-12-2025 00:00
520,88,4,3,09-11-2025 00:00
521,163,11,2,24-04-2025 00:00
522,213,5,3,16-12-2024 00:00
523,269,6,3,20-05-2024 00:00
524,65,6,5,17-12-2024 00:00
525,104,4,3,20-12-2025 00:00
526,251,12,5,19-02-2025 00:00
527,9,5,1,22-01-2025 00:00
528,83,7,3,04-01-2025 00:00
529,115,8,3,06-07-2024 00:00
530,219,3,4,10-02-2025 00:00
531,25,3,2,03-03-2025 00:00
532,109,12,5,03-02-2025 00:00
533,288,1,5,26-06-2024 00:00
534,108,7,3,08-05-2025 00:00
535,151,10,5,08-08-2024 00:00
536,14,9,5,13-06-2024 00:00
537,123,3,5,19-01-2026 00:00
538,191,4,1,18-05-2025 00:00
539,17,2,3,12-10-2024 00:00
540,227,8,3,11-09-2025 00:00
541,175,8,3,20-05-2025 00:00
542,12,11,1,05-07-2025 00:00
543,36,6,1,19-01-2025 00:00
544,107,6,1,01-05-2025 00:00
545,280,8,1,06-09-2024 00:00
546,200,3,3,02-06-2025 00:00
547,201,5,3,09-12-2025 00:00
548,230,8,5,04-12-2024 00:00
549,1,11,3,18-10-2024 00:00
550,176,4,2,24-06-2024 00:00
551,265,5,3,05-08-2025 00:00
552,266,10,1,09-09-2025 00:00
553,168,5,1,09-11-2024 00:00
554,124,5,2,24-06-2024 00:00
555,188,6,4,27-04-2026 00:00
556,11,7,2,07-06-2025 00:00
557,174,6,1,06-05-2025 00:00
558,113,10,5,31-01-2025 00:00
559,195,12,1,14-09-2024 00:00
560,54,11,1,24-04-2025 00:00
561,269,5,3,13-05-2024 00:00
562,91,5,5,23-10-2025 00:00
563,103,6,2,18-10-2025 00:00
564,116,4,5,08-06-2024 00:00
565,183,5,4,15-08-2024 00:00
566,129,8,2,13-02-2025 00:00
567,229,12,4,28-01-2026 00:00
568,71,7,5,15-05-2026 00:00
569,279,12,2,18-11-2025 00:00
570,86,7,4,24-10-2024 00:00
571,37,6,1,19-01-2025 00:00
572,4,2,1,30-07-2025 00:00
573,198,5,4,22-05-2025 00:00
574,81,12,3,30-08-2024 00:00
575,234,5,3,09-12-2024 00:00
576,57,1,5,17-07-2025 00:00
577,158,12,3,04-01-2025 00:00
578,132,9,5,20-02-2025 00:00
579,127,8,1,04-06-2025 00:00
580,265,6,4,12-08-2025 00:00
581,121,10,5,28-03-2026 00:00
582,109,11,5,27-01-2025 00:00
583,263,5,1,06-11-2025 00:00
584,153,3,5,20-04-2026 00:00
585,187,10,4,25-05-2026 00:00
586,277,7,1,22-12-2024 00:00
587,82,3,4,04-02-2025 00:00
588,155,12,1,09-10-2024 00:00
589,13,6,2,05-05-2026 00:00
590,283,8,4,13-10-2025 00:00
591,241,1,3,12-08-2025 00:00
592,108,5,2,24-04-2025 00:00
593,20,6,3,22-07-2024 00:00
594,158,10,4,21-12-2024 00:00
595,59,6,4,02-12-2025 00:00
596,57,3,1,31-07-2025 00:00
597,261,11,3,01-07-2025 00:00
598,199,7,1,30-06-2025 00:00
599,176,9,5,29-07-2024 00:00
600,201,11,4,20-01-2026 00:00
601,182,2,2,26-01-2026 00:00
602,67,9,5,04-09-2025 00:00
603,201,1,1,11-11-2025 00:00
604,126,4,4,20-04-2026 00:00
605,247,1,1,05-04-2026 00:00
606,74,3,3,27-10-2024 00:00
607,74,2,1,20-10-2024 00:00
608,130,5,1,23-01-2025 00:00
609,150,9,1,01-01-2026 00:00
610,108,2,5,03-04-2025 00:00
611,268,7,2,12-01-2026 00:00
612,82,11,5,01-04-2025 00:00
613,188,7,3,04-05-2026 00:00
614,224,10,3,26-01-2025 00:00
615,152,6,3,11-05-2026 00:00
616,231,11,3,25-12-2024 00:00
617,193,4,4,22-11-2025 00:00
618,52,6,1,12-07-2024 00:00
619,284,6,3,01-10-2025 00:00
620,279,5,4,30-09-2025 00:00
621,207,2,4,06-10-2024 00:00
622,40,7,1,29-06-2025 00:00
623,258,11,3,09-01-2026 00:00
624,209,10,5,29-12-2025 00:00
625,136,5,1,07-01-2026 00:00
626,41,2,2,18-07-2025 00:00
627,104,6,5,03-01-2026 00:00
628,63,3,1,29-06-2024 00:00
629,191,9,4,22-06-2025 00:00
630,237,4,2,20-07-2024 00:00
631,99,1,2,16-08-2025 00:00
632,245,2,3,13-08-2024 00:00
633,257,11,4,09-01-2026 00:00
634,107,1,2,27-03-2025 00:00
635,68,2,4,17-07-2025 00:00
636,168,12,2,28-12-2024 00:00
637,243,5,3,03-09-2024 00:00
638,135,1,3,10-12-2025 00:00
639,69,7,5,01-07-2025 00:00
640,279,11,3,11-11-2025 00:00
641,241,6,5,16-09-2025 00:00
642,30,12,2,15-08-2025 00:00
643,272,1,5,17-03-2026 00:00
644,12,8,1,14-06-2025 00:00
645,126,3,5,13-04-2026 00:00
646,107,4,3,17-04-2025 00:00
647,84,11,4,21-11-2024 00:00
648,198,11,2,03-07-2025 00:00
649,187,7,2,04-05-2026 00:00
650,233,11,2,20-01-2025 00:00
651,237,6,3,03-08-2024 00:00
652,168,8,2,30-11-2024 00:00
653,270,9,5,04-05-2025 00:00
654,267,11,5,16-09-2025 00:00
655,20,10,4,19-08-2024 00:00
656,281,12,2,01-09-2024 00:00
657,46,6,4,21-11-2025 00:00
658,149,1,1,27-06-2025 00:00
659,37,4,2,05-01-2025 00:00
660,132,7,5,06-02-2025 00:00
661,53,5,3,05-07-2024 00:00
662,97,4,3,08-04-2026 00:00
663,34,5,3,25-12-2024 00:00
664,232,2,1,23-10-2024 00:00
665,170,12,2,06-10-2024 00:00
666,280,12,1,04-10-2024 00:00
667,189,7,5,05-09-2025 00:00
668,256,7,1,30-01-2026 00:00
669,96,4,5,08-04-2026 00:00
670,278,4,4,10-03-2025 00:00
671,227,10,2,25-09-2025 00:00
672,195,11,1,07-09-2024 00:00
673,21,3,3,05-12-2025 00:00
674,272,8,1,05-05-2026 00:00
675,148,1,3,19-06-2025 00:00
676,103,9,1,08-11-2025 00:00
677,135,9,1,04-02-2026 00:00
678,240,10,4,10-03-2026 00:00
679,102,7,1,10-07-2024 00:00
680,128,9,3,24-07-2024 00:00
681,125,6,2,04-05-2026 00:00
682,10,1,1,25-12-2024 00:00
683,208,4,2,06-10-2024 00:00
684,175,5,5,29-04-2025 00:00
685,181,11,2,04-01-2025 00:00
686,122,6,3,09-08-2024 00:00
687,228,9,5,07-07-2025 00:00
688,219,9,5,24-03-2025 00:00
689,78,9,1,11-03-2026 00:00
690,76,4,1,21-12-2024 00:00
691,61,11,5,01-09-2025 00:00
692,146,2,2,01-03-2026 00:00
693,62,10,3,25-08-2025 00:00
694,208,8,2,03-11-2024 00:00
695,185,7,5,06-02-2026 00:00
696,90,2,5,30-06-2024 00:00
697,286,3,3,10-07-2024 00:00
698,169,11,3,21-12-2024 00:00
699,234,2,3,18-11-2024 00:00
700,240,8,1,24-02-2026 00:00
701,230,2,2,23-10-2024 00:00
702,147,2,2,01-03-2026 00:00
703,207,9,4,24-11-2024 00:00
704,274,6,4,07-02-2025 00:00
705,85,8,2,31-10-2024 00:00
706,142,4,3,06-04-2025 00:00
707,163,10,1,17-04-2025 00:00
708,271,3,5,31-03-2026 00:00
709,1,6,5,13-09-2024 00:00
710,19,1,4,16-04-2024 00:00
711,19,3,2,30-04-2024 00:00
712,85,10,4,14-11-2024 00:00
713,239,12,3,02-03-2026 00:00
714,217,10,5,22-06-2024 00:00
715,286,6,3,31-07-2024 00:00
716,205,12,5,09-02-2026 00:00
717,87,4,5,03-10-2024 00:00
718,22,2,1,28-11-2025 00:00
719,60,7,3,09-12-2025 00:00
720,52,11,1,16-08-2024 00:00
721,113,9,5,24-01-2025 00:00
722,209,4,5,17-11-2025 00:00
723,185,2,4,02-01-2026 00:00
724,278,10,3,21-04-2025 00:00
725,139,8,2,19-09-2025 00:00
726,235,4,4,12-12-2024 00:00
727,11,2,4,03-05-2025 00:00
728,125,3,3,13-04-2026 00:00
729,106,7,2,04-11-2025 00:00
730,126,8,3,18-05-2026 00:00
731,274,4,2,24-01-2025 00:00
732,75,9,2,25-01-2025 00:00
733,85,7,2,24-10-2024 00:00
734,92,11,5,04-12-2025 00:00
